Pathway_ID,Algorithm,Node,IDF
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4312,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4313,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4319,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4320,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4317,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4318,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4322,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4321,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/10893,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/118856,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4323,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/64386,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4327,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/64066,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4326,nan
WP5283,original,http://www.ncbi.nlm.nih.gov/gene/4316,nan
WP4535,CosineSimilarity,KIF5B,nan
WP4535,CosineSimilarity,SYNE4,nan
WP4535,CosineSimilarity,SUN,nan
WP4535,CosineSimilarity,ADCY9,nan
WP4535,CosineSimilarity,ADCY1,nan
WP4535,CosineSimilarity,ADCY10,nan
WP4535,CosineSimilarity,ADCY4,nan
WP4535,CosineSimilarity,ADCY7,nan
WP4535,CosineSimilarity,ADCY3,nan
WP4535,CosineSimilarity,ADCY2,nan
WP4535,CosineSimilarity,ADCY8,nan
WP4535,CosineSimilarity,ADCY5,nan
WP4535,CosineSimilarity,ADCY6,nan
WP4535,CosineSimilarity,LEMD3 (human),nan
WP4535,CosineSimilarity,valproic acid,13.4891126
WP4535,CosineSimilarity,MAP3K9,nan
WP4535,CosineSimilarity,TAZ,nan
WP4535,CosineSimilarity,SRF,nan
WP4535,CosineSimilarity,YY1AP1,nan
WP4535,CosineSimilarity,MAP2K2,nan
WP4535,CosineSimilarity,Smad3,8.3638474
WP4535,CosineSimilarity,Smad2,8.2199666
WP4535,CosineSimilarity,MAPK1,nan
WP4535,CosineSimilarity,MAPK3,nan
WP4535,CosineSimilarity,MAP2K1,nan
WP4535,CosineSimilarity,Smad4,nan
WP4535,CosineSimilarity,TGFB1,nan
WP4535,CosineSimilarity,TGFB2,nan
WP4535,CosineSimilarity,TGFB3,nan
WP4535,CosineSimilarity,Intermediate filament,8.1132556
WP4535,CosineSimilarity,PLEC,nan
WP4535,CosineSimilarity,SYNE3,nan
WP4535,CosineSimilarity,SOS2,nan
WP4535,CosineSimilarity,HRAS,nan
WP4535,CosineSimilarity,NRAS,nan
WP4535,CosineSimilarity,KRAS,nan
WP4535,CosineSimilarity,SOS1,nan
WP4535,CosineSimilarity,F-actin,7.4009184
WP4535,CosineSimilarity,aflatoxin B1,nan
WP4535,CosineSimilarity,cyclophosphamide,13.2912868
WP4535,CosineSimilarity,SYNE2,nan
WP4535,CosineSimilarity,SYNE1,nan
WP4535,CosineSimilarity,RhoA,nan
WP4535,CosineSimilarity,Cofilin-1,10.7852377
WP4535,CosineSimilarity,selenium atom,nan
WP4535,CosineSimilarity,LBR,nan
WP4535,CosineSimilarity,BANF1,nan
WP4535,CosineSimilarity,TMPO,nan
WP4535,CosineSimilarity,EMD,nan
WP4535,CosineSimilarity,TMEM43,nan
WP4535,CosineSimilarity,Grb2,nan
WP4535,CosineSimilarity,protein_coding_gene,7.6837894
WP4535,CosineSimilarity,Integration of energy metabolism,nan
WP4535,CosineSimilarity,Signaling by EGFR,nan
WP4535,CosineSimilarity,G alpha (i) signalling events,nan
WP4535,CosineSimilarity,DAP12 signaling,nan
WP4535,CosineSimilarity,PKA activation,nan
WP4535,CosineSimilarity,Innate Immune System,nan
WP4535,CosineSimilarity,G alpha (s) signalling events,nan
WP4535,CosineSimilarity,Hedgehog 'off' state,nan
WP4535,CosineSimilarity,G alpha (z) signalling events,nan
WP4535,CosineSimilarity,Signaling by GPCR,nan
WP4535,CosineSimilarity,Adenylate cyclase inhibitory pathway,nan
WP4535,CosineSimilarity,Downstream signal transduction,nan
WP4535,CosineSimilarity,gene,nan
WP4535,CosineSimilarity,CaM pathway,nan
WP4535,CosineSimilarity,Vasopressin regulates renal water homeostasis via Aquaporins,nan
WP4535,CosineSimilarity,Signal Transduction,nan
WP4535,CosineSimilarity,Signaling by Hedgehog,nan
WP4535,CosineSimilarity,GABA B receptor activation,nan
WP4535,CosineSimilarity,GABA receptor activation,nan
WP4535,CosineSimilarity,Neuronal System,nan
WP4535,CosineSimilarity,PLC beta mediated events,nan
WP4535,CosineSimilarity,Signaling by NTRKs,nan
WP4535,CosineSimilarity,Transmission across Chemical Synapses,nan
WP4535,CosineSimilarity,PKA-mediated phosphorylation of CREB,nan
WP4535,CosineSimilarity,G-protein mediated events,nan
WP4535,CosineSimilarity,Adenylate cyclase activating pathway,nan
WP4535,CosineSimilarity,ADCY3,nan
WP4535,CosineSimilarity,ADCY5,nan
WP4535,CosineSimilarity,PLC-gamma1 signalling,nan
WP4535,CosineSimilarity,Aquaporin-mediated transport,nan
WP4535,CosineSimilarity,EGFR interacts with phospholipase C-gamma,nan
WP4535,CosineSimilarity,Signaling by PDGF,nan
WP4535,CosineSimilarity,Signaling by NTRK1 (TRKA),nan
WP4535,CosineSimilarity,Activation of NMDA receptors and postsynaptic events,nan
WP4535,CosineSimilarity,Neurotransmitter receptors and postsynaptic signal transmission,nan
WP4535,CosineSimilarity,Activation of GABAB receptors,nan
WP4535,CosineSimilarity,Disease,nan
WP4535,CosineSimilarity,Signal transduction by L1,nan
WP4535,CosineSimilarity,Axon guidance,nan
WP4535,CosineSimilarity,Signaling by TGF-beta Receptor Complex,nan
WP4535,CosineSimilarity,Signaling by NODAL,nan
WP4535,CosineSimilarity,Signaling by TGF-beta Receptor Complex in Cancer,nan
WP4535,CosineSimilarity,Developmental Biology,nan
WP4535,CosineSimilarity,Toll-like Receptor Cascades,nan
WP4535,CosineSimilarity,Gastrin-CREB signalling pathway via PKC and MAPK,nan
WP4535,CosineSimilarity,Emphysema,nan
WP4535,CosineSimilarity,Diseases of signal transduction by growth factor receptors and second messengers,nan
WP4535,CosineSimilarity,Ureteral obstruction,nan
WP4535,CosineSimilarity,ECM proteoglycans,nan
WP4535,CosineSimilarity,Loeys-Dietz syndrome,10.9027593
WP4535,CosineSimilarity,Elastic fibre formation,nan
WP4535,CosineSimilarity,polymeric cytoskeletal fiber,5.939487
WP4535,CosineSimilarity,PLEC,nan
WP4535,CosineSimilarity,NRAGE signals death through JNK,nan
WP4535,CosineSimilarity,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),nan
WP4535,CosineSimilarity,cutaneous melanoma,nan
WP4535,CosineSimilarity,SHC-related events triggered by IGF1R,nan
WP4535,CosineSimilarity,Signalling to p38 via RIT and RIN,nan
WP4535,CosineSimilarity,Signaling by FGFR3 point mutants in cancer,nan
WP4535,CosineSimilarity,Paradoxical activation of RAF signaling by kinase inactive BRAF,nan
WP4535,CosineSimilarity,Signaling by SCF-KIT,nan
WP4535,CosineSimilarity,macromolecular complex,2.7465758
WP4535,CosineSimilarity,SYNE1,nan
WP4535,CosineSimilarity,Emery-Dreifuss muscular dystrophy,nan
WP4535,CosineSimilarity,Meiosis,nan
WP4535,CosineSimilarity,Cell Cycle,nan
WP4535,CosineSimilarity,Neoplasm of the breast,12.9117972
WP4535,CosineSimilarity,Mitotic Anaphase,nan
WP4535,CosineSimilarity,MAP2K and MAPK activation,nan
WP4535,CosineSimilarity,Interleukin receptor SHC signaling,nan
WP4535,CosineSimilarity,Regulation of actin dynamics for phagocytic cup formation,nan
WP4535,CosineSimilarity,"Cell Cycle, Mitotic",nan
WP4535,CosineSimilarity,Activation of RAC1,nan
WP4535,CosineSimilarity,Signaling by FGFR4,nan
WP4535,CosineSimilarity,Loss of Function of SMAD4 in Cancer,nan
WP4535,PDP,KIF5B,nan
WP4535,PDP,SYNE4,nan
WP4535,PDP,SUN,nan
WP4535,PDP,ADCY9,nan
WP4535,PDP,ADCY1,nan
WP4535,PDP,ADCY10,nan
WP4535,PDP,ADCY4,nan
WP4535,PDP,ADCY7,nan
WP4535,PDP,ADCY3,nan
WP4535,PDP,ADCY2,nan
WP4535,PDP,ADCY8,nan
WP4535,PDP,ADCY5,nan
WP4535,PDP,ADCY6,nan
WP4535,PDP,LEMD3 (human),nan
WP4535,PDP,MAP3K9,nan
WP4535,PDP,TAZ,nan
WP4535,PDP,SRF,nan
WP4535,PDP,YY1AP1,nan
WP4535,PDP,MAP2K2,nan
WP4535,PDP,Smad3,8.3638474
WP4535,PDP,Smad2,8.2199666
WP4535,PDP,MAPK1,nan
WP4535,PDP,MAPK3,nan
WP4535,PDP,MAP2K1,nan
WP4535,PDP,Smad4,nan
WP4535,PDP,TGFB1,nan
WP4535,PDP,TGFB2,nan
WP4535,PDP,TGFB3,nan
WP4535,PDP,Intermediate filament,8.1132556
WP4535,PDP,valproic acid,13.4891126
WP4535,PDP,SOS2,nan
WP4535,PDP,HRAS,nan
WP4535,PDP,NRAS,nan
WP4535,PDP,KRAS,nan
WP4535,PDP,SOS1,nan
WP4535,PDP,F-actin,7.4009184
WP4535,PDP,bisphenol A,15.163089
WP4535,PDP,aconitine,16.2617013
WP4535,PDP,SYNE2,nan
WP4535,PDP,SYNE1,nan
WP4535,PDP,RhoA,nan
WP4535,PDP,Cofilin-1,10.7852377
WP4535,PDP,copper(II) oxide,16.9548485
WP4535,PDP,LBR,nan
WP4535,PDP,BANF1,nan
WP4535,PDP,TMPO,nan
WP4535,PDP,EMD,nan
WP4535,PDP,SYNE3,nan
WP4535,PDP,TMEM43,nan
WP4535,PDP,Grb2,nan
WP4535,PDP,protein_coding_gene,7.6837894
WP4535,PDP,Cell Cycle,nan
WP4535,PDP,Adenylate cyclase activating pathway,nan
WP4535,PDP,Hedgehog 'off' state,nan
WP4535,PDP,CREB1 phosphorylation through the activation of Adenylate Cyclase,nan
WP4535,PDP,gene,nan
WP4535,PDP,Diseases of signal transduction by growth factor receptors and second messengers,nan
WP4535,PDP,Negative feedback regulation of MAPK pathway,nan
WP4535,PDP,SMAD4 MH2 Domain Mutants in Cancer,nan
WP4535,PDP,Loss of Function of SMAD4 in Cancer,nan
WP4535,PDP,SMAD2/3 MH2 Domain Mutants in Cancer,nan
WP4535,PDP,Ureteral obstruction,nan
WP4535,PDP,Molecules associated with elastic fibres,nan
WP4535,PDP,Loeys-Dietz syndrome,10.9027593
WP4535,PDP,polymeric cytoskeletal fiber,5.939487
WP4535,PDP,PLEC,nan
WP4535,PDP,SYNE3,nan
WP4535,PDP,Signaling by NTRKs,nan
WP4535,PDP,Activation of RAC1,nan
WP4535,PDP,cutaneous melanoma,nan
WP4535,PDP,Linear nevus sebaceous,16.9548485
WP4535,PDP,RAF activation,nan
WP4535,PDP,macromolecular complex,2.7465758
WP4535,PDP,SYNE1,nan
WP4535,PDP,Paroxysmal atrial fibrillation,nan
WP4535,PDP,Meiotic synapsis,nan
WP4535,PDP,PI3K/AKT activation,nan
WP4535,PDP,cofilin-1 (human),nan
WP4535,PDP,Regulation of actin dynamics for phagocytic cup formation,nan
WP4535,PDP,Initiation of Nuclear Envelope (NE) Reformation,nan
WP4535,PDP,SHC-related events triggered by IGF1R,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/3799,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/163183,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/23353,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/115,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/107,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/55811,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/196883,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/113,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/109,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/108,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/114,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/111,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/112,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4293,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6901,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5605,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4088,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4087,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5604,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/7040,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/7042,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/7043,nan
WP4535,original,http://purl.obolibrary.org/obo/GO_0005882,8.1132556
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5339,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6655,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/3265,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4893,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/3845,nan
WP4535,original,http://purl.obolibrary.org/obo/GO_0031941,7.4009184
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/23345,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/23224,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/387,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/1072,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6722,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/3930,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/7112,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5594,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5595,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/2010,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/161176,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/79188,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/55249,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6654,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/2885,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4089,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/163183,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/23353,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/115,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/107,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/55811,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/196883,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/113,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/109,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/108,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/114,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/111,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/112,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/23592,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6901,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6722,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4293,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/55249,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4088,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4087,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5594,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5595,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5604,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4089,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5605,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/7042,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/7043,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/7040,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/5339,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/161176,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/3265,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/4893,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/3845,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6654,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/23345,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/23224,nan
WP4535,original,http://purl.obolibrary.org/obo/GO_0031941,7.4009184
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/8815,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/1072,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/6655,nan
WP4535,original,http://www.ncbi.nlm.nih.gov/gene/2885,nan
WP5358,CosineSimilarity,SOCS2,nan
WP5358,CosineSimilarity,STAT1,nan
WP5358,CosineSimilarity,JAK2,nan
WP5358,CosineSimilarity,STAT5B,nan
WP5358,CosineSimilarity,STAT5A,nan
WP5358,CosineSimilarity,STAT3,nan
WP5358,CosineSimilarity,SOCS1,nan
WP5358,CosineSimilarity,CISH,nan
WP5358,CosineSimilarity,SOCS3,nan
WP5358,CosineSimilarity,KRAS,nan
WP5358,CosineSimilarity,NRAS,nan
WP5358,CosineSimilarity,HRAS,nan
WP5358,CosineSimilarity,AKT2,nan
WP5358,CosineSimilarity,AKT3,nan
WP5358,CosineSimilarity,AKT1,nan
WP5358,CosineSimilarity,RPTOR,nan
WP5358,CosineSimilarity,MLST8,nan
WP5358,CosineSimilarity,AKT1S1,nan
WP5358,CosineSimilarity,MTOR,nan
WP5358,CosineSimilarity,FOXM1,nan
WP5358,CosineSimilarity,CCND3,nan
WP5358,CosineSimilarity,CCND2,nan
WP5358,CosineSimilarity,CDK4,nan
WP5358,CosineSimilarity,GH1,nan
WP5358,CosineSimilarity,GHR,nan
WP5358,CosineSimilarity,PRL,nan
WP5358,CosineSimilarity,PRLR,nan
WP5358,CosineSimilarity,MAPK family signaling cascades,nan
WP5358,CosineSimilarity,MAPK1/MAPK3 signaling,nan
WP5358,CosineSimilarity,MAP2K and MAPK activation,nan
WP5358,CosineSimilarity,IFNG,nan
WP5358,CosineSimilarity,IFNGR2,nan
WP5358,CosineSimilarity,IFNGR1,nan
WP5358,CosineSimilarity,EPOR,nan
WP5358,CosineSimilarity,diazinon,nan
WP5358,CosineSimilarity,EPO,nan
WP5358,CosineSimilarity,IL6,nan
WP5358,CosineSimilarity,IL6R,nan
WP5358,CosineSimilarity,Cytokine Signaling in Immune system,nan
WP5358,CosineSimilarity,Growth hormone receptor signaling,nan
WP5358,CosineSimilarity,protein_coding_gene,7.6837894
WP5358,CosineSimilarity,allergic contact dermatitis,8.3027748
WP5358,CosineSimilarity,Hepatocellular carcinoma,nan
WP5358,CosineSimilarity,Signaling by Interleukins,nan
WP5358,CosineSimilarity,Signaling by SCF-KIT,nan
WP5358,CosineSimilarity,Signaling by PDGF,nan
WP5358,CosineSimilarity,Downstream signal transduction,nan
WP5358,CosineSimilarity,Interleukin-6 signaling,nan
WP5358,CosineSimilarity,GRB2 events in EGFR signaling,nan
WP5358,CosineSimilarity,Prolonged ERK activation events,nan
WP5358,CosineSimilarity,G-protein beta:gamma signalling,nan
WP5358,CosineSimilarity,Immune System,nan
WP5358,CosineSimilarity,Fc epsilon receptor (FCERI) signaling,nan
WP5358,CosineSimilarity,"Interleukin-3, Interleukin-5 and GM-CSF signaling",nan
WP5358,CosineSimilarity,Interferon alpha/beta signaling,nan
WP5358,CosineSimilarity,Interleukin-6 family signaling,nan
WP5358,CosineSimilarity,Antigen processing: Ubiquitination & Proteasome degradation,nan
WP5358,CosineSimilarity,IRS-mediated signalling,nan
WP5358,CosineSimilarity,Insulin receptor signalling cascade,nan
WP5358,CosineSimilarity,Constitutive Signaling by AKT1 E17K in Cancer,nan
WP5358,CosineSimilarity,CD28 co-stimulation,nan
WP5358,CosineSimilarity,Intrinsic Pathway for Apoptosis,nan
WP5358,CosineSimilarity,Costimulation by the CD28 family,nan
WP5358,CosineSimilarity,Gene expression (Transcription),nan
WP5358,CosineSimilarity,Signaling by Insulin receptor,nan
WP5358,CosineSimilarity,PKB-mediated events,nan
WP5358,CosineSimilarity,PIP3 activates AKT signaling,nan
WP5358,CosineSimilarity,PI3K/AKT activation,nan
WP5358,CosineSimilarity,Adaptive Immune System,nan
WP5358,CosineSimilarity,MTOR signalling,nan
WP5358,CosineSimilarity,Diseases of signal transduction by growth factor receptors and second messengers,nan
WP5358,CosineSimilarity,TP53 Regulates Metabolic Genes,nan
WP5358,CosineSimilarity,DAP12 signaling,nan
WP5358,CosineSimilarity,DAP12 interactions,nan
WP5358,CosineSimilarity,Hemimegalencephaly,nan
WP5358,CosineSimilarity,Transcriptional Regulation by TP53,nan
WP5358,CosineSimilarity,VEGFR2 mediated vascular permeability,nan
WP5358,CosineSimilarity,Generic Transcription Pathway,nan
WP5358,CosineSimilarity,IRS-related events triggered by IGF1R,nan
WP5358,CosineSimilarity,Signaling by cytosolic FGFR1 fusion mutants,nan
WP5358,CosineSimilarity,Neoplasm of the breast,12.9117972
WP5358,CosineSimilarity,Neoplasm of the lung,7.6707931
WP5358,CosineSimilarity,undifferentiated carcinoma,8.2774089
WP5358,CosineSimilarity,Combined immunodeficiency,nan
WP5358,CosineSimilarity,Prolactin receptor signaling,nan
WP5358,CosineSimilarity,MAPK family signaling cascades,nan
WP5358,CosineSimilarity,MAPK signaling pathway,nan
WP5358,CosineSimilarity,MAPK1/MAPK3 signaling,nan
WP5358,CosineSimilarity,Signaling by FGFR3 point mutants in cancer,nan
WP5358,CosineSimilarity,Signalling to p38 via RIT and RIN,nan
WP5358,CosineSimilarity,MAP2K and MAPK activation,nan
WP5358,CosineSimilarity,SHC-related events triggered by IGF1R,nan
WP5358,CosineSimilarity,Axon guidance,nan
WP5358,CosineSimilarity,Regulation of IFNG signaling,nan
WP5358,CosineSimilarity,Interferon gamma signaling,nan
WP5358,CosineSimilarity,Interferon Signaling,nan
WP5358,CosineSimilarity,Signaling by Leptin,nan
WP5358,CosineSimilarity,Cervical polyp,nan
WP5358,CosineSimilarity,Signaling by NTRKs,nan
WP5358,CosineSimilarity,gene,nan
WP5358,CosineSimilarity,Disease,nan
WP5358,CosineSimilarity,Cell Cycle,nan
WP5358,CosineSimilarity,"Cell Cycle, Mitotic",nan
WP5358,CosineSimilarity,Cyclin D associated events in G1,nan
WP5358,CosineSimilarity,Neoplasm,nan
WP5358,CosineSimilarity,CDK4,nan
WP5358,CosineSimilarity,FOXM1,nan
WP5358,CosineSimilarity,Transcriptional regulation of white adipocyte differentiation,nan
WP5358,CosineSimilarity,Neoplasm of the thyroid gland,nan
WP5358,PDP,SOCS2,nan
WP5358,PDP,STAT1,nan
WP5358,PDP,JAK2,nan
WP5358,PDP,STAT5B,nan
WP5358,PDP,STAT5A,nan
WP5358,PDP,STAT3,nan
WP5358,PDP,SOCS1,nan
WP5358,PDP,CISH,nan
WP5358,PDP,SOCS3,nan
WP5358,PDP,KRAS,nan
WP5358,PDP,NRAS,nan
WP5358,PDP,HRAS,nan
WP5358,PDP,AKT2,nan
WP5358,PDP,AKT3,nan
WP5358,PDP,AKT1,nan
WP5358,PDP,RPTOR,nan
WP5358,PDP,MLST8,nan
WP5358,PDP,AKT1S1,nan
WP5358,PDP,MTOR,nan
WP5358,PDP,FOXM1,nan
WP5358,PDP,CCND3,nan
WP5358,PDP,CCND2,nan
WP5358,PDP,CDK4,nan
WP5358,PDP,GH1,nan
WP5358,PDP,GHR,nan
WP5358,PDP,PRL,nan
WP5358,PDP,PRLR,nan
WP5358,PDP,p38MAPK events,nan
WP5358,PDP,IFNG,nan
WP5358,PDP,IFNGR2,nan
WP5358,PDP,IFNGR1,nan
WP5358,PDP,EPOR,nan
WP5358,PDP,EPO,nan
WP5358,PDP,IL6,nan
WP5358,PDP,IL6R,nan
WP5358,PDP,Growth hormone receptor signaling,nan
WP5358,PDP,Signaling by FGFR1 in disease,nan
WP5358,PDP,Downstream signal transduction,nan
WP5358,PDP,Interleukin-4 and Interleukin-13 signaling,nan
WP5358,PDP,Interleukin-6 signaling,nan
WP5358,PDP,RAF activation,nan
WP5358,PDP,G beta:gamma signalling through PI3Kgamma,nan
WP5358,PDP,Prolactin receptor signaling,nan
WP5358,PDP,Regulation of IFNG signaling,nan
WP5358,PDP,PTK6 Activates STAT3,nan
WP5358,PDP,PKB-mediated events,nan
WP5358,PDP,CD28 dependent PI3K/Akt signaling,nan
WP5358,PDP,AKT phosphorylates targets in the cytosol,nan
WP5358,PDP,AKT-mediated inactivation of FOXO1A,nan
WP5358,PDP,TP53 Regulates Metabolic Genes,nan
WP5358,PDP,Hemimegalencephaly,nan
WP5358,PDP,Neoplasm of the lung,7.6707931
WP5358,PDP,Signal Transduction,nan
WP5358,PDP,myocardial ischemia,5.9276008
WP5358,PDP,Carcinoma,nan
WP5358,PDP,p38MAPK events,nan
WP5358,PDP,MAPK signaling pathway,nan
WP5358,PDP,Linear nevus sebaceous,16.9548485
WP5358,PDP,mycobacterial infectious disease,6.0099012
WP5358,PDP,T-cell lymphoma,16.9548485
WP5358,PDP,Non-small cell lung carcinoma,nan
WP5358,PDP,gene,nan
WP5358,PDP,Neoplasm of the breast,12.9117972
WP5358,PDP,"Cell Cycle, Mitotic",nan
WP5358,PDP,Hepatocellular carcinoma,nan
WP5358,PDP,Cyclin D associated events in G1,nan
WP5358,PDP,Thyroid carcinoma,nan
WP5358,PDP,MAPK1 (ERK2) activation,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/8835,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/6772,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/3717,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/8651,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/1154,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/9021,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/208,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/57521,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/64223,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/84335,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/2475,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/10000,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/207,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/6777,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/6776,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/2688,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/2690,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/5617,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/5618,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/3845,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/4893,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/3265,nan
WP5358,original,http://www.ncbi.nlm.nih.gov/gene/3458,nan
